,pattern,txt,replacement,filename
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
3,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
4,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
5,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
3,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
4,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
5,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
6,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
7,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
8,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
9,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
3,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
4,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
5,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
6,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
7,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
3,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
4,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
5,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
6,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
7,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
8,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
3,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1960--fk--18
