,filename,pattern,txt,person
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr ANDERBERG: Herr talman,
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,"Herr KARLSSON, GUSTAF: Herr talman",Erik Karlsson
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr statsrådet HEDLUND: Herr talman,Verner Hedlund
1,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr ANDERBERG: Herr talman,
2,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr SUNDVIK: Herr talman,
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,"herr OHLSSON, EBBE, som yttrade: Herr talman",Sigvard Ohlsson
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr OHLON: Herr talman,
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr MANNERSKANTZ: Herr talman,
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr BERGVALL: Herr talman,
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr statsrådet HEDLUND: Herr talman,Verner Hedlund
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr BERGVALL: Herr talman,
1,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr SÖDERQUIST: Herr talman,
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr HÄLLGREN: Herr talman,
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr TJÄLLGREN: Herr talman,
0,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,Herr NÄSGÅRD: Herr talman,
1,prot-1951-extrahöst-fk--31,8f6bb79aaba3167f,"Herr ERIKSSON, EINAR, erhöll på begäran ordet och yttrade: Herr talman",Nancy Eriksson
