,pattern,txt,replacement,filename
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1964--fk--30
