,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198182--78
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198182--78
1,metadata,Meddelande om interpellationer 1981/82:143 av Gunnar Biörck i Värmdö (m) om kärnexplosio-,,prot-198182--78
0,metadata,1981/82:111 av Kurt Hugosson (s) om vägpolitiken,,prot-198182--78
0,metadata,1981/82 75-79 Avgjorda ärenden,,prot-198182--78
0,metadata,1981/82:78,,prot-198182--78
0,metadata,38 Svar på frågorna 1981/82:224 och 226 om åtgärder för att förbättra sysselsättningen i Östra Göinge,,prot-198182--78
0,metadata,Nr 78 Torsdagen den,,prot-198182--78
0,metadata,58 Svar på fråga 1981/82:225 om föräldrautbildningen,,prot-198182--78
0,metadata,Överläggningen var härmed avslutad.,,prot-198182--78
0,metadata,Nr 78 Torsdagen den 11 februari 1982,,prot-198182--78
0,metadata,den 11 februari,,prot-198182--78
0,metadata,1981/82:257 av Karl-Erik Svartberg (s) till industriministern om sysselsättning åt arbetslösa med statlig lönegaranti:,,prot-198182--78
0,metadata,1981/82:262 av Tore Claeson (vpk) till kommunikationsministern om vägverkets kostnadsberäkningar för vägprojekt:,,prot-198182--78
0,metadata,1981/82 75-79,,prot-198182--78
0,metadata,'GOTAB Stockholm 1982,,prot-198182--78
