,pattern,txt,replacement,filename
0,metadata,1983/84:125,,prot-198384--125
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198384--125
1,metadata,8 Riksdagens protokoll 1983/84:124-125,,prot-198384--125
1,metadata,Nr 125 Torsdagen den 12 april 1984,,prot-198384--125
0,metadata,9 Riksdagens protokoll 1983/84:124-125,,prot-198384--125
0,metadata,"18 83 Kooperationens kapitalförsörjning, m.m",,prot-198384--125
0,metadata,Torsdagen den 12 april 1984,,prot-198384--125
0,metadata,Nr 128 Torsdagen den 12 april 1984,,prot-198384--125
0,metadata,1983/84 124-125,,prot-198384--125
0,metadata,minab/gotab 78567 Stockholm 1984,,prot-198384--125
