,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198384--25
0,metadata,1983/84 22-26,,prot-198384--25
0,metadata,Onsdagen den 16 november,,prot-198384--25
0,metadata,"6 $ Höjning av skatterna på drycker och tobak, m. m.",,prot-198384--25
0,metadata,Onsdagen den 16 november 1983,,prot-198384--25
0,metadata,Nr 25 Onsdagen den,,prot-198384--25
0,metadata,8$ JO:s ämbetsberättelse,,prot-198384--25
0,metadata,10 8 Föredrogs arbetsmarknadsutskottets betänkanden 1983/84:1 om statlig personalpolitik och 1983/84:2 om ledighetslagstiftningen.,,prot-198384--25
0,metadata,Mom. 2 och 3 Utskottets hemställan bifölls.,,prot-198384--25
0,metadata,1983/84:155 av Arne Fransson m. fl. Arbete i ungdomslag hos offentliga arbetsgivare (prop. 1983/84:46),,prot-198384--25
0,metadata,minab/gotab Stockholm 1983 77269,,prot-198384--25
