,pattern,txt,replacement,filename
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--35
