,pattern,txt,replacement,filename
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1975--30
