,pattern,txt,replacement,filename
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--14
