,pattern,txt,replacement,filename
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
3,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
3,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
4,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
5,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
6,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
3,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
2,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
3,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
4,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
5,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1952--fk--21
